topic_no,title_x,title_y,articleType_x,articleType_y,score
808,Boston Marathon bomber Dzhokhar Tsarnaev sentenced to death despite appeals for mercy,"In Boston bombing trial, a struggle to find impartial jurors",National Security,Post Nation,2
808,Boston Marathon bomber Dzhokhar Tsarnaev sentenced to death despite appeals for mercy,Boston manhunt aftermath: Live updates after police capture Dzhokhar Tsarnaev,National Security,Early Lead,8
808,Boston Marathon bomber Dzhokhar Tsarnaev sentenced to death despite appeals for mercy,U.S. attorney general: Death sentence ‘is a fitting punishment’ for Boston Marathon bomber,National Security,Post Nation,2
808,Boston Marathon bomber Dzhokhar Tsarnaev sentenced to death despite appeals for mercy,Judge denies request to delay Boston Marathon bombing trial due to Paris attacks,National Security,Post Nation,2
808,Boston Marathon bomber Dzhokhar Tsarnaev sentenced to death despite appeals for mercy,"In closing arguments, Boston bombing defendant depicted as ‘bloodthirsty’",National Security,National Security,2
808,Boston Marathon bomber Dzhokhar Tsarnaev sentenced to death despite appeals for mercy,Jury begins deliberations in Boston Marathon bombing trial,National Security,National Security,4
808,Boston Marathon bomber Dzhokhar Tsarnaev sentenced to death despite appeals for mercy,Friend of Boston Marathon bombing suspect found guilty,National Security,Post Nation,2
808,Boston Marathon bomber Dzhokhar Tsarnaev sentenced to death despite appeals for mercy,The parents of the boy killed in Boston didn’t want the death penalty for Tsarnaev. Here’s why.,National Security,The Fix,2
808,Boston Marathon bomber Dzhokhar Tsarnaev sentenced to death despite appeals for mercy,Boston bombing manhunt: police capture Dzhokhar A. Tsarnaev,National Security,Early Lead,4
824,"Jeffrey Bezos, Washington Post’s next owner, aims for a new ‘golden era’ at the newspaper",Jeff Bezos is buying The Washington Post. Here’s what you need to know about the sale.,Style,Wonkblog,2
824,"Jeffrey Bezos, Washington Post’s next owner, aims for a new ‘golden era’ at the newspaper",Bezos’s impending buy harks back to days of the wealthy at newspapers’ helms,Style,Business,2
824,"Jeffrey Bezos, Washington Post’s next owner, aims for a new ‘golden era’ at the newspaper",Dylan Byers on Washington Post’s sale and the future of news,Style,National,2
824,"Jeffrey Bezos, Washington Post’s next owner, aims for a new ‘golden era’ at the newspaper","As its business grows, so does Amazon’s D.C. lobbying presence",Style,Politics,2
824,"Jeffrey Bezos, Washington Post’s next owner, aims for a new ‘golden era’ at the newspaper",Post sale hailed by business leaders,Style,Local,2
824,"Jeffrey Bezos, Washington Post’s next owner, aims for a new ‘golden era’ at the newspaper",Amazon founder Jeff Bezos will purchase The Washington Post for $250 million,Style,Business,2
824,"Jeffrey Bezos, Washington Post’s next owner, aims for a new ‘golden era’ at the newspaper",Jim Brady on Washington Post’s sale and the future of news,Style,National,2
824,"Jeffrey Bezos, Washington Post’s next owner, aims for a new ‘golden era’ at the newspaper",WaPo’s Don Graham: ‘I disappointed myself’,Style,Erik Wemple,2
824,"Jeffrey Bezos, Washington Post’s next owner, aims for a new ‘golden era’ at the newspaper",The Washington Post Co. reports drop in earnings,Style,Business,2
824,"Jeffrey Bezos, Washington Post’s next owner, aims for a new ‘golden era’ at the newspaper",Katharine Weymouth’s statement,Style,Business,2
824,"Jeffrey Bezos, Washington Post’s next owner, aims for a new ‘golden era’ at the newspaper",Selling the Washington Post: An email exchange between The Fix and WaPo’s Paul Kane,Style,The Fix,2
824,"Jeffrey Bezos, Washington Post’s next owner, aims for a new ‘golden era’ at the newspaper",Evaluating Jeff Bezos’s Washington Post letter,Style,On Leadership,2
824,"Jeffrey Bezos, Washington Post’s next owner, aims for a new ‘golden era’ at the newspaper",The sale of The Washington Post: How the unthinkable choice became the clear path,Style,Technology,2
824,"Jeffrey Bezos, Washington Post’s next owner, aims for a new ‘golden era’ at the newspaper","Amazon founder Jeff Bezos known for patience, focus on detail in his business ventures",Style,Business,2
824,"Jeffrey Bezos, Washington Post’s next owner, aims for a new ‘golden era’ at the newspaper",Jeff Bezos is buying The Washington Post. Here’s what that means.,Style,Wonkblog,2
824,"Jeffrey Bezos, Washington Post’s next owner, aims for a new ‘golden era’ at the newspaper","Don Graham sells, but doesn’t sell out",Style,Erik Wemple,2
824,"Jeffrey Bezos, Washington Post’s next owner, aims for a new ‘golden era’ at the newspaper",Jeff Bezos has financial motive to sustain Post’s local coverage,Style,Local,2
824,"Jeffrey Bezos, Washington Post’s next owner, aims for a new ‘golden era’ at the newspaper",@Gene Weingarten: The Bezozoic Era,Style,Magazine,2
824,"Jeffrey Bezos, Washington Post’s next owner, aims for a new ‘golden era’ at the newspaper",Why the fuss over a newspaper’s sale?,Style,Right Turn,2
824,"Jeffrey Bezos, Washington Post’s next owner, aims for a new ‘golden era’ at the newspaper","On the Washington Post, Jeff Bezos and good content",Style,The Fix,2
824,"Jeffrey Bezos, Washington Post’s next owner, aims for a new ‘golden era’ at the newspaper",Katharine Weymouth remarks to Post employees,Style,National,2
824,"Jeffrey Bezos, Washington Post’s next owner, aims for a new ‘golden era’ at the newspaper",Why The Washington Post isn’t a charity case for Jeff Bezos,Style,Wonkblog,4
824,"Jeffrey Bezos, Washington Post’s next owner, aims for a new ‘golden era’ at the newspaper","Jeff Bezos on newspapers, media and innovation",Style,Post Local,2
824,"Jeffrey Bezos, Washington Post’s next owner, aims for a new ‘golden era’ at the newspaper",What happened when Jeff Bezos invested in Business Insider? More journalism.,Style,The Switch,2
824,"Jeffrey Bezos, Washington Post’s next owner, aims for a new ‘golden era’ at the newspaper","Jeff Bezos, The Post’s incoming owner, known for a demanding management style at Amazon",Style,Technology,2
824,"Jeffrey Bezos, Washington Post’s next owner, aims for a new ‘golden era’ at the newspaper","For Bezos, The Post represents new frontier",Style,Business,2
824,"Jeffrey Bezos, Washington Post’s next owner, aims for a new ‘golden era’ at the newspaper",Big names react to Bezos buying The Post,Style,Capital Business,4
824,"Jeffrey Bezos, Washington Post’s next owner, aims for a new ‘golden era’ at the newspaper","Washington Post to be sold to Jeff Bezos, the founder of Amazon",Style,National,2
824,"Jeffrey Bezos, Washington Post’s next owner, aims for a new ‘golden era’ at the newspaper","Of Apollo, newspapers and ticking clocks",Style,Innovations,2
824,"Jeffrey Bezos, Washington Post’s next owner, aims for a new ‘golden era’ at the newspaper",Katharine Weymouth explains decision to sell The Washington Post to Jeff Bezos,Style,National,2
824,"Jeffrey Bezos, Washington Post’s next owner, aims for a new ‘golden era’ at the newspaper",Jeff Bezos on Post purchase,Style,National,2
824,"Jeffrey Bezos, Washington Post’s next owner, aims for a new ‘golden era’ at the newspaper",Bezos could use Amazon model of customer targeting to reboot newspaper industry,Style,Politics,2
824,"Jeffrey Bezos, Washington Post’s next owner, aims for a new ‘golden era’ at the newspaper",Donald Graham details Post sale to Jeff Bezos,Style,National,2
824,"Jeffrey Bezos, Washington Post’s next owner, aims for a new ‘golden era’ at the newspaper",Don Graham explains why he’s selling The Washington Post to Jeff Bezos,Style,Wonkblog,2
816,There’s some really good news for low-wage workers this weekend,"A minimum wage hike makes the Nebraska ballot, after qualifying in South Dakota and Alaska, too",Wonkblog,GovBeat,4
816,There’s some really good news for low-wage workers this weekend,A simple but controversial law that can make babies healthier,Wonkblog,Wonkblog,4
816,There’s some really good news for low-wage workers this weekend,Hillary Clinton’s top goal as president could be effectively impossible to achieve,Wonkblog,Wonkblog,2
816,There’s some really good news for low-wage workers this weekend,"Trump names Andrew Puzder, a fast-food CEO and critic of substantially raising the minimum wage, to head the Labor Department",Wonkblog,Get There,4
816,There’s some really good news for low-wage workers this weekend,Congress returns with one goal: Do no (political) harm,Wonkblog,Politics,2
816,There’s some really good news for low-wage workers this weekend,Los Angeles becomes the biggest city yet to approve a $15 minimum wage,Wonkblog,Wonkblog,4
816,There’s some really good news for low-wage workers this weekend,Minimum wage increases haven’t grown the middle class. $15 might be different.,Wonkblog,Wonkblog,4
816,There’s some really good news for low-wage workers this weekend,The push for higher wages is starting to look like a real movement,Wonkblog,The Plum Line,2
816,There’s some really good news for low-wage workers this weekend,Maryland set to increase its minimum wage to $10.10 by 2018,Wonkblog,Maryland Politics,4
816,There’s some really good news for low-wage workers this weekend,PostScript: Sargent and bringing on the minimum-wage war,Wonkblog,PostPartisan,2
816,There’s some really good news for low-wage workers this weekend,"Montgomery moves ahead on joint effort with District, Pr. George’s to raise minimum wage",Wonkblog,Maryland Politics,8
816,There’s some really good news for low-wage workers this weekend,Catherine Rampell: Tipped workers are being left out of the wage debate,Wonkblog,Opinions,2
816,There’s some really good news for low-wage workers this weekend,Clinton proposes $12 federal minimum wage,Wonkblog,Post Politics,2
816,There’s some really good news for low-wage workers this weekend,What Hillary Clinton would do to America,Wonkblog,Wonkblog,2
816,There’s some really good news for low-wage workers this weekend,New Jersey just became the fifth state to add a minimum wage in its constitution,Wonkblog,GovBeat,8
816,There’s some really good news for low-wage workers this weekend,Obama to host governors at White House,Wonkblog,Politics,2
